num_colors,c1_h,c1_s,c1_v,c1_L,c1_a,c1_b,c2_h,c2_s,c2_v,c2_L,c2_a,c2_b,c3_h,c3_s,c3_v,c3_L,c3_a,c3_b,c4_h,c4_s,c4_v,c4_L,c4_a,c4_b,c5_h,c5_s,c5_v,c5_L,c5_a,c5_b,target_score
5,340.74,0.146,0.067,4.55,1.03,-0.08,340.74,0.212,0.179,15.34,5.22,-0.34,340.74,0.765,0.822,48.04,64.23,9.64,310.74,0.745,0.577,36.2,54.44,-25.78,160.74,0.816,0.804,73.75,-53.24,15.35,8.74
5,230.29,0.0,0.963,96.69,0.0,-0.02,230.29,0.022,0.907,90.31,0.5,-2.2,230.29,0.612,0.696,39.91,21.86,-50.7,275.29,0.718,0.636,34.3,50.29,-50.42,20.29,0.998,0.831,50.22,52.79,60.91,9.2
5,255.78,0.142,0.124,10.12,1.74,-2.89,255.78,0.21,0.13,9.8,2.72,-4.45,255.78,0.723,0.62,28.67,42.61,-57.29,210.78,0.517,0.686,52.5,-1.72,-29.21,105.78,0.909,0.856,77.0,-69.83,72.73,3.93
5,68.64,0.264,0.116,10.69,-2.36,4.91,68.64,0.226,0.162,16.29,-2.7,5.93,68.64,0.659,0.807,79.02,-24.39,62.51,98.64,0.44,0.745,71.64,-32.77,36.6,248.64,0.991,0.882,28.96,72.0,-96.42,6.19
5,34.35,0.9,0.9,66.45,26.0,68.15,158.36,0.062,0.952,94.53,-5.94,0.9,158.36,0.58,0.719,67.76,-39.86,10.42,188.36,0.526,0.674,61.32,-20.38,-13.91,308.36,0.928,0.831,49.27,80.42,-38.77,1.0
5,175.62,0.169,0.07,5.35,-1.15,-0.27,175.62,0.129,0.186,18.97,-2.76,-0.62,175.62,0.723,0.853,79.2,-42.21,-6.01,220.62,0.789,0.743,39.85,20.84,-57.78,175.62,0.2,0.5,51.42,-9.56,-2.03,7.27
5,43.75,0.024,0.969,96.73,-0.22,2.28,43.75,0.041,0.971,96.51,-0.36,3.88,43.75,0.896,0.606,51.5,5.94,54.34,88.75,0.434,0.755,73.35,-27.73,37.75,253.75,0.93,0.998,35.99,77.58,-101.4,7.15
5,28.0,0.006,0.999,99.7,0.15,0.44,28.0,0.039,0.919,91.37,0.9,2.66,28.0,0.808,0.679,49.34,25.3,47.58,343.0,0.565,0.737,49.32,45.66,4.24,238.0,0.855,0.88,32.2,61.58,-90.7,9.49
5,55.68,0.1,0.4,42.69,-1.58,5.46,55.68,0.1,0.4,42.69,-1.58,5.46,55.68,0.1,0.4,42.69,-1.58,5.46,10.68,0.1,0.4,40.46,3.0,2.25,205.68,0.1,0.4,41.04,-1.29,-3.26,1.0
5,295.72,0.167,0.121,9.81,3.6,-2.7,295.72,0.24,0.219,19.18,8.68,-6.41,295.72,0.688,0.821,52.53,69.95,-48.18,250.72,0.569,0.737,41.58,35.08,-54.0,295.72,0.2,0.5,46.26,14.31,-10.59,5.27
5,307.87,0.9,0.9,53.64,85.1,-42.06,236.75,0.183,0.153,12.56,1.63,-4.59,236.75,0.739,0.845,37.04,46.71,-77.53,191.75,0.426,0.695,63.37,-15.71,-13.82,56.75,0.985,0.955,89.86,-14.49,88.48,2.23
5,293.82,0.254,0.113,8.05,5.1,-3.91,293.82,0.12,0.146,13.24,2.98,-2.32,293.82,0.684,0.113,4.82,11.25,-8.73,338.82,0.791,0.719,41.6,59.3,6.84,83.82,0.93,0.978,89.54,-56.42,84.64,5.12
5,331.81,0.106,0.077,5.64,1.03,-0.26,331.81,0.126,0.173,16.14,3.18,-0.78,331.81,0.772,0.617,36.48,53.24,-3.41,16.81,0.501,0.636,49.66,20.88,22.53,331.81,0.2,0.5,46.0,12.33,-2.83,3.48
5,111.69,0.116,0.095,8.11,-1.85,1.51,111.69,0.257,0.123,11.01,-5.25,4.47,111.69,0.734,0.778,71.06,-60.63,59.13,66.69,0.736,0.773,76.08,-23.36,66.13,321.69,0.888,0.871,50.08,77.3,-17.48,9.75
5,28.71,0.224,0.055,3.69,0.28,0.81,28.71,0.176,0.159,14.92,0.98,2.91,28.71,0.9,0.69,48.47,28.87,52.72,58.71,0.591,0.735,73.47,-13.15,53.91,238.71,0.907,0.926,31.78,69.29,-98.02,6.28
5,73.78,0.049,0.985,98.15,-3.04,5.53,73.78,0.045,0.929,93.3,-2.68,4.86,73.78,0.518,0.711,70.37,-21.79,44.84,103.78,0.529,0.774,72.88,-42.9,44.61,73.78,0.2,0.5,52.26,-6.96,13.15,2.84
5,308.66,0.285,0.059,3.5,1.92,-1.15,308.66,0.119,0.168,15.69,3.38,-2.01,308.66,0.735,0.728,46.1,65.49,-33.11,278.66,0.684,0.778,44.43,58.31,-55.23,98.66,0.994,0.846,76.46,-67.28,74.41,9.52
5,118.77,0.032,0.976,97.15,-3.98,2.92,118.77,0.043,0.964,95.77,-5.34,3.93,118.77,0.578,0.895,81.32,-60.95,52.82,88.77,0.545,0.787,75.31,-35.13,48.6,328.77,0.92,0.89,49.85,76.94,-3.21,2.94
5,305.05,0.16,0.087,6.35,2.29,-1.49,305.05,0.133,0.141,12.52,3.32,-2.13,305.05,0.763,0.753,47.53,70.09,-38.98,335.05,0.481,0.589,42.83,33.86,-3.6,305.05,0.2,0.5,46.37,14.54,-9.12,4.58
5,123.35,0.033,0.998,99.04,-4.21,2.86,123.35,0.031,0.954,95.24,-3.79,2.58,123.35,0.618,0.68,63.06,-51.3,42.34,78.35,0.514,0.638,63.29,-22.43,40.12,123.35,0.2,0.5,50.83,-14.28,10.1,4.98
5,270.96,0.022,0.981,96.77,1.9,-2.29,270.96,0.007,0.94,94.18,0.59,-0.71,270.96,0.872,0.869,39.05,71.82,-77.45,300.96,0.621,0.624,42.95,53.44,-33.44,60.96,0.868,0.813,80.6,-19.29,77.24,5.69
5,196.49,0.159,0.099,8.05,-0.39,-1.25,196.49,0.144,0.139,12.88,-1.31,-1.52,196.49,0.844,0.883,66.29,-17.06,-36.13,166.49,0.748,0.544,51.78,-34.7,4.19,46.49,0.991,0.925,77.16,6.21,79.2,9.86
5,12.26,0.016,0.974,96.8,0.91,0.76,12.26,0.059,0.926,90.34,3.27,2.73,12.26,0.578,0.669,47.98,29.99,25.74,342.26,0.724,0.747,44.7,57.13,9.01,192.26,0.889,0.987,76.89,-25.59,-33.98,5.74
5,244.72,0.035,0.998,97.03,1.83,-4.2,244.72,0.036,0.951,92.84,1.82,-4.17,244.72,0.716,0.645,28.26,40.33,-61.9,274.72,0.783,0.679,34.19,56.52,-57.14,34.72,0.873,0.996,73.88,26.21,72.89,5.8
5,310.97,0.041,0.979,95.6,4.91,-2.81,310.97,0.063,0.91,88.32,7.06,-4.02,310.97,0.756,0.886,54.91,76.82,-35.68,355.97,0.589,0.586,38.22,37.54,15.23,130.97,0.963,0.939,83.1,-80.28,71.16,3.42
5,150.47,0.9,0.9,80.77,-67.84,36.89,185.05,0.03,0.963,96.07,-2.13,-1.08,185.05,0.711,0.721,64.96,-28.65,-15.18,230.05,0.574,0.776,46.55,21.23,-51.79,335.05,0.971,0.903,49.43,76.73,12.89,2.09
5,183.71,0.1,0.4,42.16,-3.52,-1.61,183.71,0.1,0.4,42.16,-3.52,-1.61,183.71,0.1,0.4,42.16,-3.52,-1.61,138.71,0.1,0.4,42.14,-5.42,2.63,333.71,0.1,0.4,40.07,4.99,-1.06,1.0
5,20.64,0.244,0.087,6.2,1.16,1.58,20.64,0.14,0.174,16.67,1.4,2.08,20.64,0.89,0.809,51.66,44.86,55.56,65.64,0.789,0.529,53.75,-17.23,51.55,200.64,0.978,0.841,56.42,-5.34,-45.62,9.96
5,256.18,0.033,0.998,97.3,2.25,-3.77,256.18,0.035,0.921,90.5,2.25,-3.77,256.18,0.524,0.82,49.86,36.86,-52.73,286.18,0.797,0.647,35.87,59.57,-49.31,106.18,0.987,0.998,88.09,-81.68,83.41,4.67
5,116.8,0.9,0.9,80.02,-77.39,74.63,80.7,0.229,0.138,13.28,-3.18,4.99,80.7,0.603,0.866,82.64,-34.72,58.99,110.7,0.542,0.535,51.3,-35.37,33.19,260.7,0.839,0.964,40.4,72.4,-89.1,2.74
5,135.4,0.126,0.127,11.88,-2.65,1.41,135.4,0.286,0.215,21.31,-9.37,5.25,135.4,0.768,0.723,66.15,-58.59,42.57,165.4,0.521,0.567,54.99,-28.08,2.61,345.4,0.983,0.865,46.54,72.53,35.18,7.88
5,211.24,0.042,0.959,94.31,-0.66,-3.15,211.24,0.072,0.941,91.21,-1.08,-5.32,211.24,0.527,0.642,48.8,-1.17,-28.49,256.24,0.629,0.642,34.14,37.45,-51.65,211.24,0.2,0.5,47.57,-1.5,-8.84,6.26
5,247.24,0.272,0.089,5.27,1.64,-3.62,247.24,0.275,0.154,11.09,3.59,-7.09,247.24,0.579,0.089,3.22,2.93,-6.67,277.24,0.42,0.708,51.84,33.05,-33.05,37.24,0.847,0.94,72.7,19.22,70.03,5.31
5,200.79,0.034,0.962,95.3,-1.29,-2.04,200.79,0.067,0.958,93.67,-2.47,-3.95,200.79,0.594,0.962,74.99,-13.72,-33.39,245.79,0.687,0.736,34.13,42.94,-66.09,350.79,0.89,0.832,45.49,68.16,35.99,3.53
5,345.26,0.292,0.127,8.94,5.25,0.19,345.26,0.296,0.22,17.93,8.55,0.38,345.26,0.854,0.624,34.59,54.26,17.51,300.26,0.638,0.6,40.93,53.1,-33.62,345.26,0.2,0.5,45.83,11.29,0.36,2.61
5,276.05,0.9,0.9,42.01,76.85,-77.01,188.85,0.027,0.947,94.61,-1.68,-1.11,188.85,0.794,0.829,69.89,-27.95,-22.9,233.85,0.52,0.706,43.71,20.27,-45.92,38.85,0.954,0.877,67.39,19.45,70.8,2.8
5,114.86,0.175,0.081,6.41,-2.15,1.66,114.86,0.273,0.178,17.28,-7.92,6.46,114.86,0.792,0.671,61.57,-57.81,55.32,159.86,0.524,0.706,67.07,-35.65,7.7,324.86,0.87,0.881,50.52,76.41,-12.48,9.99
5,242.32,0.9,0.9,30.84,68.76,-95.83,302.44,0.16,0.151,13.27,4.3,-2.87,302.44,0.825,0.849,52.62,81.22,-47.8,347.44,0.518,0.521,36.35,31.02,5.19,152.44,0.894,1.0,88.88,-72.11,36.37,5.13
5,76.87,0.001,0.986,98.78,-0.06,0.09,76.87,0.052,0.914,91.85,-3.24,5.44,76.87,0.816,0.69,66.75,-32.77,62.43,106.87,0.642,0.751,69.72,-51.02,51.79,286.87,0.853,0.874,47.33,78.4,-64.38,6.65
5,138.83,0.015,0.951,95.33,-1.63,0.77,138.83,0.016,0.932,93.61,-1.7,0.8,138.83,0.579,0.781,72.31,-50.05,30.06,168.83,0.647,0.705,66.58,-37.64,1.5,348.83,0.974,0.832,44.73,69.96,39.95,3.77
5,261.12,0.024,0.978,96.27,1.76,-2.63,261.12,0.067,0.917,87.89,4.75,-7.01,261.12,0.896,0.87,34.43,69.74,-85.36,291.12,0.643,0.697,44.77,56.19,-42.49,81.12,0.986,0.938,86.49,-52.92,83.41,5.05
5,42.46,0.003,0.966,96.89,-0.02,0.28,42.46,0.011,0.942,94.62,-0.07,0.99,42.46,0.708,0.966,81.43,6.15,65.93,357.46,0.403,0.65,49.47,27.35,10.02,252.46,0.824,0.868,34.51,63.2,-84.93,3.5
5,136.9,0.9,0.9,80.23,-74.36,57.71,81.81,0.104,0.16,16.15,-1.7,2.54,81.81,0.856,0.756,71.63,-41.57,67.73,111.81,0.68,0.714,66.02,-53.85,51.79,261.81,0.82,0.963,41.63,71.45,-86.9,2.28
5,281.3,0.108,0.081,5.99,1.12,-1.12,281.3,0.215,0.161,13.37,5.01,-4.83,281.3,0.613,0.683,42.4,48.72,-44.24,311.3,0.517,0.513,37.31,36.82,-18.45,71.3,0.808,0.807,78.05,-30.7,71.47,8.55
5,2.78,0.017,0.988,97.78,1.34,0.58,2.78,0.077,0.934,89.4,5.83,2.57,2.78,0.646,0.734,46.43,46.14,27.75,32.78,0.644,0.556,45.82,11.22,34.35,152.78,0.957,0.93,83.14,-69.77,36.82,5.57
5,23.53,0.9,0.9,58.7,45.01,62.4,156.38,0.198,0.142,13.58,-3.96,0.81,156.38,0.516,0.803,75.33,-40.44,11.5,111.38,0.736,0.657,60.79,-52.94,51.72,306.38,0.858,0.932,56.27,86.79,-45.5,1.0
5,303.99,0.115,0.085,6.42,1.6,-1.06,303.99,0.247,0.186,15.75,7.95,-5.08,303.99,0.578,0.707,49.44,54.74,-32.34,258.99,0.644,0.683,36.11,41.56,-54.63,153.99,0.838,0.874,79.08,-62.07,27.57,9.01
5,346.53,0.131,0.141,12.47,2.49,0.1,346.53,0.186,0.158,13.52,3.93,0.2,346.53,0.593,0.791,51.46,49.83,9.31,316.53,0.662,0.57,37.07,48.14,-19.03,166.53,0.914,0.981,88.35,-60.47,10.97,7.14
5,27.83,0.023,0.991,98.29,0.56,1.64,27.83,0.001,0.947,95.22,0.03,0.09,27.83,0.852,0.665,47.31,27.05,48.88,57.83,0.72,0.527,53.41,-10.34,48.22,27.83,0.2,0.5,48.89,3.23,8.5,6.65
5,222.64,0.181,0.103,7.88,0.28,-2.34,222.64,0.291,0.131,9.54,0.69,-5.21,222.64,0.583,0.889,56.71,14.56,-51.84,252.64,0.451,0.597,39.81,22.54,-35.61,42.64,0.884,0.81,66.73,9.38,66.97,10.0
5,308.89,0.138,0.15,13.44,3.55,-2.1,308.89,0.156,0.128,10.82,3.53,-2.08,308.89,0.776,0.15,6.62,18.41,-9.71,263.89,0.576,0.581,34.45,33.74,-41.78,98.89,0.862,0.902,81.54,-65.67,74.94,2.98
5,341.16,0.209,0.056,3.52,1.06,-0.07,341.16,0.239,0.126,9.5,4.36,-0.25,341.16,0.796,0.056,1.74,3.63,-0.25,26.16,0.749,0.623,45.79,23.19,40.41,191.16,0.945,0.827,65.75,-23.65,-29.1,4.53
5,22.46,0.032,0.954,94.55,1.11,1.95,22.46,0.014,0.921,92.37,0.47,0.84,22.46,0.799,0.954,64.28,42.27,58.54,52.46,0.658,0.795,74.97,-7.62,59.08,232.46,0.879,0.996,38.8,61.13,-96.43,5.47
5,270.42,0.162,0.122,9.74,2.54,-3.04,270.42,0.14,0.166,14.93,2.85,-3.41,270.42,0.606,0.735,43.3,46.22,-50.81,315.42,0.551,0.777,54.11,53.36,-23.01,270.42,0.2,0.5,45.2,10.38,-12.29,2.69
5,218.8,0.1,0.4,40.38,0.05,-4.24,218.8,0.1,0.4,40.38,0.05,-4.24,218.8,0.1,0.4,40.38,0.05,-4.24,263.8,0.1,0.4,39.68,3.79,-5.24,38.8,0.1,0.4,41.85,0.12,4.26,1.0
5,201.17,0.29,0.111,8.54,-1.62,-2.85,201.17,0.161,0.184,17.74,-1.45,-2.45,201.17,0.75,0.779,57.43,-10.16,-35.12,246.17,0.509,0.522,31.58,21.43,-37.18,351.17,0.804,0.908,51.24,69.54,31.55,9.53
5,23.94,0.021,0.956,95.24,0.68,1.36,23.94,0.004,0.977,97.83,0.12,0.25,23.94,0.792,0.956,65.62,39.46,59.02,353.94,0.637,0.774,48.43,51.0,19.9,173.94,0.845,0.832,76.94,-45.74,-3.04,1.0
5,15.32,0.006,0.955,95.72,0.32,0.33,15.32,0.047,0.919,90.54,2.28,2.35,15.32,0.567,0.955,68.89,35.69,35.6,330.32,0.462,0.569,42.21,32.49,-6.54,165.32,0.82,0.987,89.02,-59.07,10.75,1.24
5,7.22,0.209,0.059,3.73,0.81,0.47,7.22,0.279,0.199,16.66,5.52,3.36,7.22,0.889,0.783,44.3,59.3,49.69,52.22,0.577,0.751,71.72,-7.04,50.06,187.22,0.894,0.927,77.79,-33.09,-24.45,8.83
5,11.34,0.182,0.096,7.21,1.51,1.13,11.34,0.293,0.203,17.17,5.21,4.08,11.34,0.567,0.84,59.45,36.32,29.83,326.34,0.551,0.798,54.73,51.5,-12.75,191.34,0.995,0.818,64.21,-22.43,-30.12,10.0
5,346.45,0.186,0.117,9.03,3.04,0.14,346.45,0.206,0.125,9.78,3.6,0.18,346.45,0.881,0.838,46.14,68.84,27.44,31.45,0.658,0.761,60.53,16.75,44.57,196.45,0.922,0.821,60.49,-14.79,-36.42,5.97
5,262.14,0.1,0.4,39.65,3.68,-5.28,262.14,0.1,0.4,39.65,3.68,-5.28,262.14,0.1,0.4,39.65,3.68,-5.28,307.14,0.1,0.4,40.21,5.91,-3.64,52.14,0.1,0.4,42.52,-1.23,5.21,1.0
5,342.58,0.9,0.9,49.47,73.91,23.16,313.18,0.033,0.928,91.59,3.71,-2.02,313.18,0.702,0.618,39.53,54.6,-24.08,358.18,0.467,0.558,40.38,28.15,11.39,103.18,0.947,0.839,75.62,-68.43,72.68,1.0
5,197.08,0.026,0.986,97.85,-1.21,-1.43,197.08,0.021,0.975,97.03,-0.96,-1.14,197.08,0.664,0.686,55.37,-14.52,-24.77,152.08,0.705,0.608,57.08,-42.8,17.98,17.08,0.986,0.835,49.11,56.77,59.81,5.75
5,229.56,0.231,0.058,3.53,0.3,-1.36,229.56,0.29,0.131,9.09,1.52,-5.78,229.56,0.725,0.699,34.89,28.73,-59.3,274.56,0.761,0.614,31.41,50.96,-51.65,49.56,0.892,0.998,86.89,-1.86,83.99,6.75
5,145.03,0.1,0.4,42.17,-5.2,2.02,145.03,0.1,0.4,42.17,-5.2,2.02,145.03,0.1,0.4,42.17,-5.2,2.02,100.03,0.1,0.4,42.33,-4.75,4.87,355.03,0.1,0.4,39.96,4.27,1.01,1.0
5,171.6,0.109,0.055,4.05,-0.52,-0.07,171.6,0.253,0.15,14.35,-4.6,-0.51,171.6,0.664,0.769,72.17,-39.45,-1.21,141.6,0.648,0.652,60.89,-46.34,26.86,351.6,0.946,0.91,49.05,74.2,46.01,9.56
5,157.35,0.9,0.9,81.15,-63.35,25.42,174.21,0.045,0.909,91.14,-3.63,-0.71,174.21,0.562,0.895,83.55,-38.31,-4.67,144.21,0.438,0.66,63.3,-33.11,15.67,324.21,0.973,0.857,48.0,76.73,-9.73,1.0
5,298.64,0.24,0.149,12.09,6.45,-4.55,298.64,0.287,0.173,13.96,8.8,-6.15,298.64,0.8,0.771,48.05,74.55,-47.98,253.64,0.564,0.737,42.31,35.86,-52.75,148.64,0.941,0.812,73.39,-64.74,38.66,7.75
5,111.47,0.218,0.145,13.73,-5.11,4.34,111.47,0.24,0.148,13.97,-5.72,4.88,111.47,0.876,0.611,56.26,-55.19,54.81,66.47,0.578,0.69,69.13,-18.12,49.69,111.47,0.2,0.5,51.05,-13.2,11.27,4.76
5,287.26,0.037,0.98,95.78,4.09,-3.61,287.26,0.03,0.973,95.67,3.29,-2.91,287.26,0.848,0.728,39.68,68.02,-55.36,317.26,0.463,0.556,41.76,34.27,-14.43,107.26,0.943,0.85,76.29,-71.44,73.04,3.54
5,161.38,0.164,0.126,11.71,-2.85,0.29,161.38,0.259,0.19,18.79,-6.29,0.75,161.38,0.513,0.126,10.72,-8.51,1.3,131.38,0.685,0.507,47.7,-42.12,31.14,341.38,0.854,0.983,54.78,77.95,18.81,4.71
5,298.32,0.245,0.142,11.31,6.29,-4.46,298.32,0.165,0.131,10.97,3.92,-2.81,298.32,0.672,0.836,54.81,71.12,-46.55,268.32,0.612,0.726,42.0,45.29,-51.54,298.32,0.2,0.5,46.37,14.71,-10.41,3.56
5,151.64,0.9,0.9,80.83,-67.13,34.96,7.28,0.045,0.902,88.73,2.91,1.74,7.28,0.587,0.732,49.99,37.64,25.89,37.28,0.576,0.544,47.76,5.77,32.01,217.28,0.961,0.814,39.36,29.03,-69.21,5.59
5,351.46,0.1,0.4,39.98,4.39,0.66,351.46,0.1,0.4,39.98,4.39,0.66,351.46,0.1,0.4,39.98,4.39,0.66,36.46,0.1,0.4,41.73,0.36,4.09,171.46,0.1,0.4,42.31,-4.22,-0.52,1.0
5,289.75,0.246,0.129,9.73,5.28,-4.35,289.75,0.221,0.144,11.69,5.23,-4.31,289.75,0.576,0.86,57.01,59.85,-46.66,334.75,0.44,0.63,47.21,32.8,-4.02,289.75,0.2,0.5,46.0,13.37,-11.0,4.01
5,16.89,0.02,0.963,95.72,0.94,1.09,16.89,0.002,0.91,91.9,0.11,0.13,16.89,0.556,0.655,49.36,24.17,26.15,46.89,0.546,0.738,68.43,-2.04,44.06,166.89,0.82,0.86,78.75,-51.86,7.2,5.18
5,252.22,0.9,0.9,32.74,69.92,-92.62,265.57,0.21,0.211,18.25,4.94,-6.47,265.57,0.735,0.72,35.39,52.65,-61.47,310.57,0.67,0.714,46.65,59.9,-29.12,55.57,0.939,0.988,91.62,-12.79,89.13,3.09
5,99.21,0.028,0.972,97.05,-2.75,2.84,99.21,0.059,0.93,92.82,-5.51,5.7,99.21,0.844,0.73,67.34,-55.06,62.83,69.21,0.689,0.744,73.26,-24.1,60.63,309.21,0.908,0.909,53.81,85.31,-40.03,5.5
5,92.51,0.1,0.4,42.44,-4.24,5.03,92.51,0.1,0.4,42.44,-4.24,5.03,92.51,0.1,0.4,42.44,-4.24,5.03,47.51,0.1,0.4,42.28,-0.76,4.88,242.51,0.1,0.4,39.35,2.41,-5.76,1.0
5,229.0,0.1,0.4,39.87,1.11,-5.0,229.0,0.1,0.4,39.87,1.11,-5.0,229.0,0.1,0.4,39.87,1.11,-5.0,184.0,0.1,0.4,42.14,-3.49,-1.63,19.0,0.1,0.4,40.87,2.15,2.84,1.0
5,110.04,0.148,0.099,8.41,-1.76,1.79,110.04,0.143,0.168,16.81,-3.77,3.24,110.04,0.883,0.852,76.5,-70.98,71.32,65.04,0.652,0.507,52.01,-14.53,43.28,260.04,0.962,0.985,36.66,78.87,-98.27,6.46
5,251.99,0.137,0.11,8.56,1.39,-2.55,251.99,0.272,0.158,11.65,4.0,-7.02,251.99,0.784,0.802,33.45,56.29,-77.05,206.99,0.5,0.631,50.55,-4.8,-24.06,101.99,0.871,0.833,75.57,-64.4,70.4,6.73
5,63.74,0.9,0.9,87.52,-25.01,83.85,294.28,0.159,0.2,18.51,5.17,-3.97,294.28,0.661,0.8,51.51,65.74,-46.69,324.28,0.566,0.706,48.28,48.24,-13.6,144.28,0.954,0.929,82.69,-74.59,51.36,1.43
5,49.01,0.9,0.9,78.67,-0.68,77.44,300.26,0.275,0.151,11.89,7.57,-5.16,300.26,0.78,0.859,54.29,80.67,-50.17,345.26,0.402,0.622,47.82,28.01,2.3,120.26,0.997,0.845,75.33,-75.81,73.07,1.0
5,158.76,0.031,0.995,98.92,-3.07,0.43,158.76,0.026,0.968,96.64,-2.56,0.36,158.76,0.537,0.613,58.74,-32.87,7.9,128.76,0.515,0.519,49.71,-34.82,24.94,308.76,0.873,0.894,53.48,83.54,-40.32,4.41
5,264.02,0.2,0.125,9.5,2.9,-3.96,264.02,0.199,0.133,10.39,3.05,-4.15,264.02,0.728,0.748,36.63,53.17,-63.55,309.02,0.548,0.639,45.34,46.92,-24.73,114.02,0.891,0.891,79.44,-75.59,73.89,4.51
5,155.23,0.011,0.965,96.66,-1.05,0.21,155.23,0.038,0.919,92.07,-3.6,0.75,155.23,0.598,0.85,78.56,-48.16,15.93,125.23,0.471,0.51,49.18,-32.41,24.26,5.23,0.982,0.851,46.12,68.6,58.59,6.04
5,55.59,0.003,0.974,97.69,-0.1,0.32,55.59,0.015,0.975,97.63,-0.52,1.7,55.59,0.504,0.724,71.39,-9.37,44.52,100.59,0.52,0.593,57.32,-32.58,35.59,55.59,0.2,0.5,52.21,-3.54,13.16,1.0
5,301.08,0.044,0.952,93.17,5.39,-3.75,301.08,0.013,0.922,92.33,1.54,-1.08,301.08,0.738,0.952,60.72,84.45,-51.77,331.08,0.697,0.765,47.26,59.05,-6.37,151.08,0.925,0.823,74.41,-63.63,34.49,3.33
5,202.9,0.135,0.149,13.97,-0.93,-1.8,202.9,0.184,0.13,11.34,-1.1,-2.18,202.9,0.548,0.775,61.72,-9.44,-27.78,157.9,0.751,0.616,57.82,-42.55,13.7,352.9,0.889,0.887,48.43,71.37,41.91,5.59
5,159.48,0.259,0.106,8.98,-3.9,0.59,159.48,0.287,0.131,11.96,-5.19,0.82,159.48,0.552,0.853,79.36,-43.47,10.13,129.48,0.571,0.645,60.55,-44.96,32.74,309.48,0.936,0.997,58.48,92.01,-42.22,9.9
5,93.61,0.1,0.4,42.42,-4.31,5.01,93.61,0.1,0.4,42.42,-4.31,5.01,93.61,0.1,0.4,42.42,-4.31,5.01,138.61,0.1,0.4,42.14,-5.43,2.64,273.61,0.1,0.4,39.83,4.43,-5.0,1.0
5,233.27,0.041,0.957,93.28,1.22,-4.36,233.27,0.063,0.98,93.63,1.96,-6.9,233.27,0.84,0.826,33.13,49.96,-81.1,263.27,0.587,0.676,39.36,38.8,-48.34,23.27,0.909,0.948,61.16,48.01,65.28,6.32
5,95.42,0.019,0.951,95.34,-1.74,1.92,95.42,0.031,0.965,96.37,-2.8,3.1,95.42,0.717,0.603,57.38,-39.94,48.86,50.42,0.427,0.791,75.86,-5.3,38.29,95.42,0.2,0.5,51.54,-10.58,12.04,2.72
5,306.37,0.292,0.068,4.05,2.49,-1.57,306.37,0.206,0.124,9.83,4.62,-2.85,306.37,0.7,0.638,41.45,57.78,-31.48,336.37,0.791,0.511,29.38,45.8,1.97,156.37,0.89,0.848,76.92,-60.87,25.37,7.78
5,57.06,0.9,0.9,85.84,-14.71,82.97,272.35,0.003,0.961,96.33,0.28,-0.33,272.35,0.757,0.889,45.0,67.16,-70.54,317.35,0.7,0.6,38.08,52.05,-19.41,62.35,0.993,0.815,80.32,-21.88,80.08,2.01
5,64.51,0.015,0.977,97.87,-0.77,1.8,64.51,0.05,0.965,96.52,-2.41,5.77,64.51,0.663,0.76,75.53,-19.69,60.8,109.51,0.473,0.706,67.1,-38.78,36.48,244.51,0.942,0.954,32.04,74.41,-101.7,6.27
5,16.02,0.035,0.987,97.01,1.74,1.89,16.02,0.037,0.954,94.09,1.79,1.94,16.02,0.715,0.789,53.01,39.31,41.05,46.02,0.628,0.693,63.14,-0.49,47.26,196.02,0.854,0.888,66.85,-17.77,-35.9,3.37
5,167.68,0.011,0.992,99.05,-1.03,-0.05,167.68,0.018,0.965,96.58,-1.65,-0.08,167.68,0.681,0.739,69.28,-41.04,3.2,122.68,0.566,0.767,70.83,-53.04,43.34,317.68,0.829,0.927,54.76,80.64,-26.47,3.6
5,98.25,0.9,0.9,81.27,-66.68,76.19,357.04,0.043,0.921,90.18,3.55,0.99,357.04,0.642,0.868,53.76,55.81,26.43,312.04,0.511,0.64,46.44,43.42,-21.26,207.04,0.977,0.916,54.13,8.94,-59.96,1.95
5,196.22,0.234,0.096,7.5,-1.44,-1.46,196.22,0.265,0.212,20.09,-3.34,-3.92,196.22,0.516,0.823,69.72,-16.27,-22.26,151.22,0.572,0.516,49.55,-32.36,12.63,16.22,0.939,0.87,51.75,57.18,59.68,9.17
5,252.33,0.128,0.116,9.36,1.37,-2.49,252.33,0.253,0.177,13.81,4.11,-7.18,252.33,0.857,0.683,25.51,54.01,-72.28,297.33,0.578,0.651,45.35,51.28,-34.65,72.33,0.8,0.871,83.34,-33.61,75.18,5.12
5,281.74,0.028,0.998,97.91,2.85,-2.78,281.74,0.029,0.966,95.1,2.9,-2.82,281.74,0.795,0.867,46.18,72.68,-65.28,236.74,0.497,0.745,46.15,22.63,-47.77,131.74,0.935,0.878,78.25,-75.46,65.07,3.63
5,50.0,0.9,0.9,79.54,-2.45,78.11,105.6,0.143,0.219,22.6,-4.44,4.14,105.6,0.786,0.848,76.94,-63.85,67.06,60.6,0.543,0.501,52.03,-10.44,37.04,255.6,0.874,0.996,38.45,75.01,-96.95,2.28
5,256.57,0.139,0.063,4.17,0.61,-1.03,256.57,0.167,0.197,17.54,3.13,-5.06,256.57,0.543,0.669,40.07,32.63,-46.17,211.57,0.575,0.69,50.32,-0.14,-33.15,106.57,0.93,0.829,74.65,-69.28,71.41,7.63
